"customer_id","total_revenue","order_count","spend_tier"
18018,"122.14",2,"low"
16073,"122.40",1,"low"
14076,"122.47",1,"low"
14165,"122.54",1,"low"
13638,"122.64",1,"low"
14413,"122.70",1,"low"
13876,"122.70",1,"low"
13519,"122.75",1,"low"
17967,"123.07",1,"low"
15917,"123.10",1,"low"
16658,"123.24",1,"low"
14495,"123.80",2,"low"
16569,"124.20",1,"low"
16849,"124.57",1,"low"
17148,"124.88",1,"low"
12531,"125.22",1,"low"
15017,"125.58",1,"low"
14890,"125.65",1,"low"
14861,"125.79",1,"low"
13522,"125.80",1,"low"
12814,"125.92",1,"low"
16988,"126.12",1,"low"
15463,"126.14",1,"low"
16414,"126.25",2,"low"
14962,"126.70",1,"low"
15923,"127.08",1,"low"
15578,"127.10",1,"low"
13781,"127.84",1,"low"
17359,"127.86",1,"low"
15543,"127.86",1,"low"
16828,"128.50",2,"low"
16623,"129.45",1,"low"
16611,"129.49",1,"low"
16679,"129.75",1,"low"
15844,"130.74",1,"low"
14795,"131.45",1,"low"
17455,"131.70",1,"low"
17297,"131.78",1,"low"
14438,"131.90",1,"low"
17785,"131.94",1,"low"
17647,"133.06",1,"low"
15709,"133.25",1,"low"
17881,"133.35",1,"low"
12445,"133.40",1,"low"
14349,"133.50",1,"low"
16424,"133.56",1,"low"
14280,"134.04",1,"low"
12837,"134.10",1,"low"
14174,"134.46",1,"low"
15562,"134.55",1,"low"
14340,"134.70",1,"low"
16055,"134.80",1,"low"
13364,"134.96",1,"low"
12851,"135.18",1,"low"
15276,"135.31",1,"low"
16665,"135.40",1,"low"
15174,"135.75",1,"low"
16114,"135.75",1,"low"
15419,"135.86",1,"low"
14889,"135.90",1,"low"
15042,"135.93",1,"low"
12968,"135.95",1,"low"
16462,"136.00",3,"low"
17972,"136.04",1,"low"
14247,"136.77",1,"low"
15691,"136.80",1,"low"
17468,"137.00",2,"low"
14483,"137.10",1,"low"
15836,"137.37",1,"low"
17709,"137.45",1,"low"
13279,"137.75",1,"low"
16050,"137.90",1,"low"
12512,"138.03",2,"low"
15663,"138.14",1,"low"
13716,"138.28",1,"low"
17122,"138.32",1,"low"
14581,"138.60",1,"low"
12902,"138.68",1,"low"
13273,"138.98",1,"low"
15135,"139.05",1,"low"
18209,"139.10",1,"low"
14772,"139.26",1,"low"
17718,"139.35",1,"low"
16483,"139.35",1,"low"
14494,"139.56",1,"low"
13483,"140.34",1,"low"
15388,"140.54",1,"low"
14041,"141.41",1,"low"
13561,"141.86",1,"low"
14386,"142.40",1,"low"
13584,"142.40",1,"low"
13299,"142.50",1,"low"
16287,"142.50",1,"low"
15705,"143.10",1,"low"
17578,"143.46",1,"low"
17186,"144.00",2,"low"
12587,"144.00",1,"low"
14109,"144.20",1,"low"
12974,"144.80",1,"low"
16852,"144.91",2,"low"
17524,"145.00",1,"low"
16598,"145.05",1,"low"
15937,"145.35",1,"low"
13866,"145.67",1,"low"
17935,"145.79",2,"low"
12565,"145.92",1,"low"
16893,"145.93",1,"low"
14238,"146.85",1,"low"
17030,"146.87",1,"low"
15503,"147.09",1,"low"
12864,"147.12",1,"low"
14037,"147.20",2,"low"
14098,"147.35",1,"low"
14968,"147.59",1,"low"
17859,"148.21",1,"low"
15526,"148.44",2,"low"
17549,"148.86",2,"low"
13003,"149.05",3,"low"
15435,"149.29",1,"low"
15748,"149.31",1,"low"
18262,"149.48",1,"low"
17946,"149.58",2,"low"
15869,"149.64",2,"low"
17234,"149.89",1,"low"
15717,"150.30",1,"low"
14073,"151.04",1,"low"
16337,"151.05",1,"low"
13697,"151.30",1,"low"
16461,"151.42",1,"low"
13462,"151.50",1,"low"
14208,"151.74",1,"low"
16412,"151.83",1,"low"
16617,"151.85",1,"low"
17898,"152.06",2,"low"
14039,"152.20",1,"low"
13514,"152.20",1,"low"
17707,"152.40",2,"low"
14066,"152.55",1,"low"
18138,"152.65",1,"low"
17984,"152.68",1,"low"
16248,"152.94",1,"low"
17714,"153.00",1,"low"
12602,"153.12",1,"low"
16351,"153.90",1,"low"
17286,"153.92",1,"low"
17517,"153.94",1,"low"
15226,"154.41",1,"low"
17026,"154.83",2,"low"
15740,"154.88",1,"low"
17698,"154.95",1,"low"
14046,"154.99",1,"low"
14368,"155.00",1,"low"
13809,"155.05",1,"low"
15447,"155.17",1,"low"
16720,"155.24",1,"low"
12738,"155.35",1,"low"
17832,"155.37",1,"low"
14813,"155.43",2,"low"
17899,"155.80",1,"low"
17871,"155.90",1,"low"
13898,"155.93",1,"low"
15263,"156.51",1,"low"
15438,"156.58",1,"low"
14406,"156.75",1,"low"
15007,"156.91",1,"low"
17118,"157.02",1,"low"
14585,"157.05",1,"low"
17128,"157.09",1,"low"
14148,"157.20",1,"low"
14799,"157.70",1,"low"
17556,"157.90",1,"low"
15988,"158.03",1,"low"
15348,"158.04",1,"low"
15160,"158.16",1,"low"
17165,"158.68",1,"low"
13937,"158.85",1,"low"
18224,"158.95",1,"low"
16213,"159.00",1,"low"
13420,"159.85",2,"low"
12966,"160.18",1,"low"
14714,"160.19",1,"low"
18146,"160.35",2,"low"
18203,"160.42",1,"low"
12573,"160.54",1,"low"
17344,"160.57",1,"low"
15852,"160.71",2,"low"
13229,"160.95",1,"low"
14089,"161.00",1,"low"
14237,"161.00",1,"low"
14204,"161.03",1,"low"
14362,"161.20",1,"low"
16113,"161.38",1,"low"
15458,"161.64",1,"low"
17600,"161.67",1,"low"
16932,"161.94",1,"low"
15325,"162.29",1,"low"
15733,"162.30",1,"low"
16517,"162.70",1,"low"
15167,"163.00",1,"low"
16406,"163.07",1,"low"
13223,"163.20",2,"low"
17110,"163.30",1,"low"
14354,"163.62",2,"low"
18200,"163.80",1,"low"
12920,"164.23",1,"low"
13603,"164.34",1,"low"
17535,"164.40",1,"low"
15904,"164.68",1,"low"
15316,"165.00",1,"low"
13470,"165.00",2,"low"
18042,"165.05",1,"low"
14552,"165.07",1,"low"
14485,"165.75",1,"low"
12817,"166.04",1,"low"
17650,"166.08",1,"low"
14295,"166.20",1,"low"
18014,"166.42",1,"low"
16405,"167.25",2,"low"
15920,"167.50",4,"low"
16952,"167.61",2,"low"
17561,"167.62",1,"low"
18088,"167.67",1,"low"
12551,"168.00",1,"low"
15374,"168.00",1,"low"
15986,"168.12",1,"low"
17737,"168.24",2,"low"
16282,"168.30",1,"low"
18099,"168.31",1,"low"
15888,"168.31",1,"low"
17367,"168.40",1,"low"
18269,"168.60",1,"low"
14578,"168.63",1,"low"
12367,"168.90",1,"low"
18004,"169.47",1,"low"
14218,"169.48",1,"low"
13962,"169.55",2,"low"
16921,"169.79",1,"low"
15016,"170.04",1,"low"
18058,"170.16",1,"low"
14860,"170.32",1,"low"
17542,"170.75",1,"low"
15432,"171.19",1,"low"
17245,"171.45",1,"low"
16773,"171.59",1,"low"
14536,"171.80",1,"low"
12442,"172.06",1,"low"
13922,"172.25",1,"low"
13690,"172.25",1,"low"
18048,"172.29",2,"low"
14693,"172.90",1,"low"
15670,"173.05",1,"low"
15565,"173.16",2,"low"
12441,"173.55",1,"low"
16565,"173.70",1,"low"
14798,"173.74",3,"low"
16861,"173.76",2,"low"
18278,"173.90",1,"low"
15335,"173.97",1,"low"
14518,"174.37",1,"low"
13560,"174.37",1,"low"
14355,"174.40",1,"low"
18010,"174.80",1,"low"
16144,"175.20",1,"low"
17331,"175.20",1,"low"
17582,"175.27",1,"low"
18274,"175.92",1,"low"
12509,"176.50",1,"low"
14287,"176.63",3,"low"
17947,"176.68",1,"low"
12923,"176.97",1,"low"
13072,"177.15",1,"low"
12618,"177.31",1,"low"
13618,"177.34",1,"low"
16403,"177.50",1,"low"
18282,"178.05",2,"low"
17356,"178.22",1,"low"
17253,"178.26",1,"low"
17879,"178.52",1,"low"
13778,"178.70",1,"low"
15262,"178.95",1,"low"
16620,"178.96",2,"low"
15139,"178.96",2,"low"
14705,"179.00",1,"low"
16990,"179.00",1,"low"
15454,"179.10",1,"low"
15895,"179.17",1,"low"
18147,"179.34",2,"low"
12622,"180.10",1,"low"
13598,"180.17",1,"low"
15041,"180.35",1,"low"
13710,"180.48",1,"low"
18280,"180.60",1,"low"
16835,"180.85",2,"low"
15292,"180.94",1,"low"
15945,"181.00",1,"low"
15886,"181.09",1,"low"
16594,"181.09",1,"low"
18119,"181.12",1,"low"
14082,"182.25",1,"low"
17772,"182.77",2,"low"
13059,"183.40",1,"low"
13460,"183.44",2,"low"
14059,"183.60",1,"low"
16680,"183.70",1,"low"
14326,"183.85",1,"low"
15124,"184.19",2,"low"
16433,"184.26",1,"low"
17680,"184.40",1,"low"
13482,"184.64",1,"low"
16097,"185.05",1,"low"
14199,"185.40",1,"low"
17574,"185.65",1,"low"
12641,"185.90",1,"low"
15567,"186.01",1,"low"
14551,"186.23",2,"low"
13672,"186.39",2,"low"
17440,"186.42",3,"low"
18013,"187.29",2,"low"
17279,"187.83",1,"low"
14722,"187.92",1,"low"
17781,"188.02",2,"low"
12893,"188.14",1,"low"
14697,"188.61",2,"low"
16448,"188.89",1,"low"
18045,"189.40",1,"low"
13663,"189.47",1,"low"
13826,"189.50",1,"low"
12361,"189.90",1,"low"
17885,"190.19",1,"low"
13972,"190.25",2,"low"
15412,"190.53",1,"low"
13033,"190.55",1,"low"
17233,"190.88",1,"low"
15692,"191.04",1,"low"
14966,"191.32",1,"low"
17904,"191.67",1,"low"
15909,"191.94",1,"low"
12791,"192.60",1,"low"
14768,"192.60",2,"low"
12522,"192.72",2,"low"
13568,"192.85",1,"low"
14801,"193.14",1,"low"
14806,"193.39",1,"low"
17608,"193.42",2,"low"
16847,"193.44",1,"low"
15198,"193.64",2,"low"
17343,"193.64",1,"low"
15683,"193.75",1,"low"
17475,"194.37",1,"low"
14087,"194.42",1,"low"
16887,"194.88",1,"low"
14100,"194.90",1,"low"
15612,"195.15",2,"low"
14666,"195.25",1,"low"
17010,"195.36",1,"low"
13792,"195.55",2,"low"
16112,"195.74",4,"low"
17660,"196.00",1,"low"
13978,"196.79",2,"low"
15746,"196.88",1,"low"
13436,"196.89",1,"low"
12586,"196.94",1,"low"
15234,"197.00",1,"low"
14830,"197.13",1,"low"
16829,"197.22",1,"low"
17301,"197.63",1,"low"
14789,"197.64",1,"low"
14185,"197.65",1,"low"
12581,"197.71",1,"low"
12450,"197.88",2,"low"
16178,"197.90",1,"low"
17987,"198.57",1,"low"
16832,"199.15",3,"low"
17383,"199.29",1,"low"
13322,"199.48",1,"low"
15593,"199.80",1,"low"
13723,"199.85",1,"low"
14782,"200.10",1,"low"
13980,"200.14",1,"low"
15437,"200.16",1,"low"
13262,"200.29",1,"low"
17693,"200.47",1,"low"
17988,"201.12",7,"low"
13859,"201.16",1,"low"
13284,"201.19",1,"low"
16965,"201.19",1,"low"
13295,"201.20",1,"low"
15347,"201.60",1,"low"
14385,"202.11",3,"low"
18169,"202.65",1,"low"
14381,"202.68",1,"low"
15723,"203.10",1,"low"
17376,"203.20",2,"low"
17891,"203.86",1,"low"
17889,"203.87",2,"low"
17394,"203.87",1,"low"
17187,"203.95",1,"low"
18273,"204.00",3,"low"
13017,"204.00",1,"low"
17206,"204.24",1,"low"
15319,"204.50",1,"low"
13513,"205.10",1,"low"
15758,"205.25",1,"low"
15307,"205.30",1,"low"
17843,"205.48",1,"low"
17670,"205.70",1,"low"
13065,"205.86",1,"low"
14964,"206.21",1,"low"
17166,"206.34",2,"low"
18126,"206.83",1,"low"
15820,"206.98",1,"low"
15925,"207.15",1,"low"
13099,"207.36",1,"low"
17923,"207.50",1,"low"
16752,"207.50",1,"low"
16323,"207.50",1,"low"
16866,"207.74",3,"low"
12547,"207.80",2,"low"
18191,"207.80",1,"low"
16457,"208.36",1,"low"
16914,"208.46",1,"low"
17514,"208.65",1,"low"
15327,"208.75",1,"low"
17855,"208.97",1,"low"
13828,"209.49",1,"low"
13532,"210.31",1,"low"
16415,"210.35",1,"low"
12995,"211.32",1,"low"
15703,"211.50",1,"low"
16356,"211.77",3,"low"
16017,"211.88",1,"low"
17928,"212.54",2,"low"
14984,"213.27",2,"low"
15540,"213.30",1,"low"
16591,"213.50",1,"low"
13411,"213.55",1,"low"
14241,"213.70",1,"low"
17153,"213.78",1,"low"
13621,"213.85",1,"low"
14601,"213.96",1,"low"
16647,"214.06",2,"low"
16846,"214.32",1,"low"
16411,"214.65",2,"low"
16338,"214.80",1,"low"
12588,"214.90",1,"low"
12831,"215.05",1,"low"
16190,"215.08",1,"low"
16519,"215.08",2,"low"
16189,"215.48",2,"low"
14476,"215.70",1,"low"
17580,"215.72",3,"low"
15052,"215.78",1,"low"
16179,"215.83",1,"low"
13858,"216.17",1,"low"
14104,"216.21",2,"low"
17436,"216.30",2,"low"
15604,"216.39",1,"low"
12897,"216.50",2,"low"
15460,"216.76",1,"low"
13503,"216.85",1,"low"
13739,"216.90",1,"low"
16080,"217.16",2,"low"
15554,"217.20",1,"low"
13271,"217.38",1,"low"
16634,"217.90",2,"low"
14570,"218.06",2,"low"
15724,"218.25",2,"low"
12574,"218.45",1,"low"
13428,"218.47",1,"low"
17619,"218.52",1,"low"
13669,"218.55",2,"low"
12702,"219.00",1,"low"
16895,"219.14",1,"low"
15096,"219.39",1,"low"
13600,"219.52",1,"low"
18114,"220.10",1,"low"
13079,"220.10",5,"low"
16482,"220.62",1,"low"
15790,"220.85",1,"low"
13419,"221.06",1,"low"
16392,"221.19",1,"low"
14960,"221.27",2,"low"
14598,"221.97",1,"low"
15897,"222.05",2,"low"
13382,"222.99",1,"low"
15637,"223.36",1,"low"
17534,"223.36",1,"low"
18101,"223.65",2,"low"
13926,"223.85",1,"low"
14929,"223.88",1,"low"
16753,"223.92",1,"low"
16471,"223.95",1,"low"
15175,"224.14",1,"low"
17171,"224.91",1,"low"
16587,"225.15",1,"low"
14052,"225.36",1,"low"
16690,"225.58",2,"low"
12402,"225.60",1,"low"
14357,"225.77",1,"low"
14624,"225.85",2,"low"
12672,"225.90",1,"low"
17789,"225.90",1,"low"
16619,"226.21",1,"low"
16777,"226.35",2,"low"
16315,"226.37",1,"low"
17572,"226.75",4,"low"
17212,"226.85",1,"low"
14569,"227.39",1,"low"
16527,"228.06",1,"low"
17969,"228.20",2,"low"
13070,"228.80",1,"low"
13712,"228.84",1,"low"
13146,"228.91",1,"low"
17347,"228.96",1,"low"
14793,"228.99",1,"low"
15528,"229.33",1,"low"
13008,"229.47",1,"low"
13474,"229.59",1,"low"
12812,"229.64",1,"low"
13960,"230.22",2,"low"
16926,"230.25",1,"low"
13786,"230.40",1,"low"
16445,"230.51",1,"low"
15866,"230.53",1,"low"
18030,"230.65",2,"low"
16641,"231.10",1,"low"
15393,"231.86",2,"low"
16117,"232.21",1,"low"
18213,"232.48",1,"low"
13678,"232.60",1,"low"
16302,"233.22",1,"low"
14995,"233.23",2,"low"
16583,"233.45",1,"low"
13348,"233.76",1,"low"
15483,"233.81",4,"low"
12736,"234.00",1,"low"
16961,"234.17",1,"low"
17060,"234.24",1,"low"
14473,"234.34",2,"low"
15462,"234.60",3,"low"
13187,"236.02",1,"low"
16026,"236.09",1,"low"
12732,"236.26",1,"low"
18110,"236.30",1,"low"
15457,"237.07",1,"low"
14586,"237.36",1,"low"
17877,"237.61",1,"low"
12718,"238.25",1,"low"
12561,"238.85",1,"low"
15850,"238.85",2,"low"
16756,"239.40",1,"low"
17684,"239.41",1,"low"
13570,"239.49",1,"low"
15690,"239.76",2,"low"
17181,"239.92",2,"low"
17256,"240.00",2,"low"
13565,"240.22",2,"low"
15286,"240.55",1,"low"
15598,"240.68",1,"low"
16427,"241.06",2,"low"
14523,"241.09",1,"low"
15776,"241.62",1,"low"
16215,"242.35",1,"low"
14647,"243.22",1,"low"
17908,"243.28",1,"low"
17339,"243.36",2,"low"
15634,"243.55",1,"low"
13886,"243.56",1,"low"
18193,"243.76",1,"low"
16793,"243.84",1,"low"
13103,"243.94",1,"low"
17925,"244.08",1,"low"
17892,"244.10",3,"low"
16528,"244.41",1,"low"
16601,"244.80",1,"low"
15118,"244.80",1,"low"
12660,"245.10",1,"low"
17771,"245.81",2,"low"
16778,"245.94",2,"low"
17278,"246.04",1,"low"
15783,"246.30",1,"low"
17051,"247.14",1,"low"
14658,"247.15",2,"low"
13349,"247.32",1,"low"
18072,"247.44",1,"low"
13592,"247.96",4,"low"
15097,"248.08",1,"low"
16510,"248.10",1,"low"
18212,"248.42",1,"low"
13061,"248.61",1,"low"
17111,"248.61",1,"low"
16124,"249.00",1,"low"
18005,"249.72",2,"low"
17456,"249.86",1,"low"
15510,"250.00",1,"low"
17303,"250.04",1,"low"
16596,"250.15",2,"low"
13207,"250.26",2,"low"
13512,"251.21",1,"low"
14501,"251.21",2,"low"
16024,"251.24",1,"low"
16976,"251.52",1,"low"
17155,"251.70",2,"low"
16836,"251.87",2,"low"
16330,"251.91",3,"low"
13711,"252.06",2,"low"
13645,"252.10",1,"low"
15346,"252.42",1,"low"
13404,"252.49",2,"low"
15035,"252.73",1,"low"
17860,"252.80",1,"low"
15759,"253.04",3,"low"
12797,"254.03",1,"low"
15689,"254.10",2,"low"
14765,"254.11",3,"low"
12604,"254.18",2,"low"
15261,"254.82",1,"low"
16226,"255.12",3,"low"
14881,"255.40",1,"low"
14761,"255.90",2,"low"
15277,"255.90",1,"low"
17896,"256.32",1,"low"
13806,"256.38",1,"low"
12430,"256.40",1,"low"
16048,"256.44",2,"low"
13626,"257.23",1,"low"
18009,"257.34",1,"low"
14375,"257.68",1,"low"
13227,"257.70",1,"low"
13277,"258.40",4,"low"
15577,"258.88",3,"low"
16447,"259.01",1,"low"
13127,"259.17",1,"low"
17125,"259.35",1,"low"
15143,"259.45",1,"low"
15014,"260.17",2,"low"
14053,"260.25",2,"low"
13189,"260.68",2,"low"
17385,"261.11",1,"low"
16413,"262.20",1,"low"
17194,"262.62",2,"low"
16936,"262.68",1,"low"
12492,"263.21",2,"low"
15894,"263.55",2,"low"
14452,"264.44",2,"low"
15912,"264.62",2,"low"
13973,"264.70",1,"low"
14423,"265.20",1,"low"
17430,"265.76",2,"low"
14068,"265.85",1,"low"
15019,"266.00",1,"low"
12962,"266.39",2,"low"
15119,"266.40",1,"low"
14863,"266.76",1,"low"
16451,"266.97",1,"low"
15517,"267.03",1,"low"
17708,"267.08",2,"low"
15320,"267.13",1,"low"
17550,"267.16",3,"low"
15408,"267.18",1,"low"
14727,"268.58",1,"low"
12558,"269.96",1,"low"
13242,"270.40",3,"low"
14520,"270.60",2,"low"
13533,"270.79",3,"low"
15774,"270.80",1,"low"
17011,"270.90",1,"low"
18108,"271.00",1,"low"
17496,"271.05",1,"low"
17767,"271.20",1,"low"
13837,"271.24",2,"low"
13058,"271.40",3,"low"
14816,"271.85",1,"low"
13917,"272.04",2,"low"
14819,"272.07",2,"low"
17498,"272.22",1,"low"
17254,"272.44",2,"low"
16727,"272.82",1,"low"
16313,"274.15",2,"low"
14512,"275.28",2,"low"
12750,"275.88",1,"low"
14508,"276.42",2,"low"
13272,"276.56",2,"low"
16883,"276.73",2,"low"
15355,"277.05",2,"low"
13803,"277.07",1,"low"
17968,"277.35",1,"low"
14908,"277.80",1,"low"
14764,"278.30",1,"low"
17786,"278.74",2,"low"
14480,"279.05",1,"low"
15556,"279.77",1,"low"
14975,"279.94",1,"low"
16149,"280.52",2,"low"
13606,"280.54",3,"low"
14242,"280.55",2,"low"
16848,"281.42",1,"low"
17403,"281.62",1,"low"
16557,"281.85",2,"low"
17247,"282.19",1,"low"
13177,"282.45",1,"low"
13754,"282.60",2,"low"
14350,"282.93",1,"low"
17694,"283.12",1,"low"
18270,"283.15",2,"low"
17251,"283.28",1,"low"
17783,"283.47",2,"low"
12703,"283.55",1,"low"
13439,"283.71",1,"low"
13121,"283.73",1,"low"
18190,"284.46",2,"low"
16429,"284.55",1,"low"
17636,"285.56",1,"low"
14660,"285.74",2,"low"
16555,"285.89",2,"low"
13760,"286.79",2,"low"
16432,"287.40",1,"low"
17760,"287.59",2,"low"
17080,"287.62",2,"low"
17977,"288.14",1,"low"
15396,"288.18",1,"low"
16808,"288.42",2,"low"
17501,"288.60",2,"low"
14549,"289.24",1,"low"
